gene	grain_Z71_rep1	grain_Z71_rep2	grain_Z75_rep1	grain_Z75_rep2	grain_Z85_rep1	grain_Z85_rep2	leaf_Z10_rep1	leaf_Z10_rep2	leaf_Z23_rep1	leaf_Z23_rep2	leaf_Z71_rep1	leaf_Z71_rep2	root_Z10_rep1	root_Z10_rep2	root_Z13_rep1	root_Z13_rep2	root_Z39_rep1	root_Z39_rep2	spike_Z32_rep1	spike_Z32_rep2	spike_Z39_rep1	spike_Z39_rep2	spike_Z65_rep1	spike_Z65_rep2	stem_Z30_rep1	stem_Z30_rep2	stem_Z32_rep1	stem_Z32_rep2	stem_Z65_rep1	stem_Z65_rep2
TraesCS6B02G360900	3.8044747	6.0835	0.0847836	0.1261392	0.0	0.0	0.0397553	0.018218	0.0106379	0.0	0.0	0.0	10.504472	10.843912	17.543111	9.211706	10.01451	16.952352	0.50605	0.121044	7.769979299999999	9.36492	15.706073	20.258834	0.0367259	0.135885	1.06292	1.5669060000000001	0.2316107	0.0642461
TraesCS6D02G009800	0.869041000798495	1.150873	1.46349	1.248431	0.509047	0.280204	0.185833	0.0632637	0.249684	0.176195	0.19422	0.140465	0.47724	0.428615	4.82705	2.11448	2.1683000002223167	5.09065	0.346258	0.368809	0.444621	0.369357	0.378555	0.335125	1.027531	0.96184	2.06112	1.693211	0.0925218	0.0685416
TraesCS6D02G009900	4.18814	2.7643139	0.353271	0.2454514	5.175362000000001	4.83566	3.058791	2.5602970000000003	2.30186	2.3047500000000003	3.36119	2.97445	2.9618010000000004	3.60416	8.89444	6.3087	5.329744	8.707469399999999	3.31947	4.20078	4.97201	5.715638	5.65843	6.02862	4.48443	4.7101500000000005	9.53309	10.29075	5.49148	4.469487
TraesCS6D02G045700	0.0	0.0	0.0108764	0.0	0.0	0.0	0.0206626	0.0	0.138581	0.0610248	0.0201644	0.0	0.388565	0.579235	6.17751	2.89679	2.29558	5.70229	0.0190591	0.0209766	0.136807	0.103999	0.126295	0.0754643	0.056473	0.0235613	0.0	0.0465137	0.21388	0.189878
TraesCS6D02G251700	3.77041	3.53395	0.0996721	0.116535	0.0228901	0.0234831	0.949799	1.24445	10.9474	10.3849	66.5761	68.9986	1.13033	1.10649	0.480838	0.724973	0.66682	0.811805	1.00062	1.22022	1.3528	1.03149	3.17214	1.79622	1.64493	1.5553	4.15281	4.37512	5.81084	5.74338
TraesCS6D02G308500	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0169003	0.0396728	0.0	0.0	0.0344649	0.0584454	2.00212	0.353798	0.382987	2.01285	0.0	0.0	0.0	0.0	0.0205336	0.0551837	0.0	0.0	0.0	0.0	0.0	0.0
TraesCS6D02G308600	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0199971	0.237951	0.149422	0.0	0.0	1.96056	0.33117	0.155285	0.815135	0.0	0.0	0.022421	0.0408955	0.0	0.0185445	0.0	0.0231632	0.356603	0.320125	0.52577	0.642922
TraesCS6D02G308700	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.20057	8.86531	7.63664	12.5026	13.5763	6.26106	0.0	0.0	0.0	0.0	0.0	0.0	0.0210054	0.0527164	0.0	0.0520004	0.334513	0.283383
TraesCS6D02G308800	0.247836	0.0932349	0.0	0.0771567	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0505424	0.026456	3.9724	0.148813	0.112408	2.80302	0.0252066	0.0	0.0	0.027624	0.500972	0.301374	0.0	0.0	0.0	0.0	0.0	0.0280464
TraesCS6D02G308900	0.0393133	0.0	0.0	0.0	0.0	0.0	0.0	0.0180977	0.0	0.0	0.0	0.0	1.18259	1.35638	0.896777	0.626037	0.568833	0.681717	0.0	0.0192171	0.0442854	0.0193751	0.0593199	0.0171599	0.0695147	0.0	0.279589	0.104067	0.0198615	0.0211826
TraesCS6D02G309000	4.30531	5.57932	0.76118	0.650843	0.0	0.0	0.0	0.0	0.0	0.0	0.0221147	0.0	21.5724	19.4738	32.328	24.5893	23.0311	28.24	0.321838	0.0920434	4.18554	6.3496	12.381	15.3797	0.04193	0.0258822	0.1176	0.388072	0.0469357	0.0
TraesCS7A02G020400	0.190693	0.430464	1.01846	1.11503	2.82129	2.69598	1.60008	1.41339	0.463805	0.697104	0.156707	0.174074	0.716506	0.68404	3.46203	1.74717	2.03101	3.28808	0.931899	1.13163	3.51167	2.91848	2.2112	2.12893	3.98212	3.10025	4.1364	3.68435	7.87479	8.13255
TraesCS7A02G024800	1.59719	1.33958	0.0359359	0.0431586	0.101941	0.119169	1.70834	2.18341	1.2312	2.20871	0.955269	0.531175	0.545312	0.462643	2.65865	11.4896	10.0831	3.72431	4.02759	2.72961	10.3088	12.3191	14.2502	23.4117	2.84017	2.89244	5.83984	5.21901	15.5192	17.2632
TraesCS7A02G024900	0.429129	0.558928	0.0249322	0.0785804	0.0530698	0.0	0.213431	0.196226	2.07916	1.66082	0.562189	0.92476	0.130991	0.196016	0.715073	0.333904	0.191897	0.407489	0.409738	0.676325	1.07346	1.25939	0.532262	1.0184	0.288504	0.488327	4.08251	4.52126	3.24062	3.44684
TraesCS7A02G087800	0.0921769	0.0520166	0.060085	0.11877	0.0613673	0.0239131	0.0228516	0.0209946	0.134177	0.112774	0.758626	0.364627	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0466072	0.0	0.0	0.0	0.0	0.0	0.0236789	0.0
TraesCS7A02G169100	65.3804	74.661	4.01128	3.41119	0.0526733	0.0	0.745341	0.330563	1.89947	1.9544	0.893466	1.06497	76.7378	73.2462	40.2479	85.823	104.567	29.3886	3.50403	2.06366	4.99277	6.33159	15.3692	12.5594	20.7235	14.8625	9.76385	11.0068	7.16683	6.25421
TraesCS7A02G281700	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0305343	0.0	0.209514	0.0	0.0187004	0.0730734	0.0331703	0.0364045	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TraesCS7A02G300400	0.0	0.0	0.124137	0.152532	28.0183	27.4884	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.023674	0.108043	0.0	0.0	0.0195387	0.0	0.0	0.0	0.0	0.0
TraesCS7A02G409900	3.00247	2.87066	0.393827	0.412679	2.56772	2.78355	4.11121	4.24506	2.48709	2.76233	1.66975	1.55555	8.09689	7.31018	5.81143	10.356	8.98397	5.45312	3.63613	3.41647	6.65511	7.39418	6.75888	6.81996	5.41156	5.95076	14.1876	14.1614	9.57173	8.96206
TraesCS7A02G477400	1.57195	1.78466	0.0253078	0.0344854	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0197145	0.0223277	0.0	0.0251082	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TraesCS7A02G477500	0.0	0.0	0.553449	0.619711	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.7328	0.0	0.0	7.46046	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TraesCS7A02G490000	0.0	0.0	0.0	0.0	0.0	0.0	0.0400653	0.0	0.0335839	0.0985343	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.265206	0.0604534	0.142809	0.773104	0.0	0.0	0.0	0.0450736	0.0	0.0
TraesCS7A02G526900	0.55034	0.743456	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0223067	0.0	0.0	0.0	0.0671267	0.0	0.0	0.0	0.115363	0.211327	0.660299	0.768198	0.0	0.0	0.0	0.0	0.0	0.0
TraesCS7B02G073900	14.1558	19.4826	5.03265	4.44914	0.059754	0.0	1.27214	0.800636	5.95337	5.5191	2.79968	3.50924	76.4776	69.2101	29.5673	91.5779	106.106	20.6753	4.49923	3.01339	7.74695	9.40245	12.875	12.7925	26.0719	20.4953	20.9117	21.3334	11.6509	9.9398
TraesCS7B02G201300	0.0	0.0	0.0	0.0	0.316142	0.298357	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TraesCS7B02G309300	7.131977	6.481059999999999	0.6936473000000001	0.5935451	1.944861	1.9598740000000001	5.11449	4.25855	2.599738	3.7185882682999996	1.6685357168250001	1.4686835999999999	8.01008	7.319194899999999	4.64468	10.871230700000002	11.46529	4.52030459	3.1496	2.9908099999999997	10.33003	9.89291	6.20547	7.25714	5.504109	6.25034	6.446795	6.51522	5.64705	4.55711
TraesCS7B02G379000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TraesCS7B02G379300	1.36225	1.41764	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0177579	0.0195486	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TraesCS7B02G379400	0.205239	0.362279	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.74184e-06	2.15678e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TraesCS7B02G393200	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0172792	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0379306	0.0	0.0382865	0.104034	0.0	0.192054	1.10721	0.0	0.0	0.0	0.0	0.0	0.0
TraesCS7D02G022700	0.0942093	0.17157	0.0119786	0.0	0.0203881	0.0	0.8861	1.39292	0.673311	0.7461	0.0232993	0.0	0.165726	0.0456403	0.26636	3.75089	3.47735	0.516215	2.22633	2.17594	5.16981	6.24044	8.77243	15.0145	1.2807	1.20763	9.67047	8.83887	28.1713	29.5244
TraesCS7D02G022800	0.164736	0.062655	0.0	0.0	0.0535886	0.0751104	0.143371	0.0878881	1.24755	1.21981	0.320327	0.129832	0.154079	0.172931	0.162103	0.0280581	0.0516009	0.169102	0.190199	0.136432	0.214583	0.208731	0.31694	0.238873	0.134197	0.027341	1.13265	1.03526	2.22246	1.35087
TraesCS7D02G082900	0.0	0.0	0.138868	0.125394	0.118037	0.114979	0.0	0.020196	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0221778	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TraesCS7D02G170200	25.8925	30.0243	5.24275	4.44482	0.0	0.0	0.573305	0.642686	4.01244	3.67787	2.04906	1.95895	94.6482	89.485	27.8676	75.3684	89.4479	25.397	3.93208	1.66261	6.13243	7.54897	15.7358	16.5745	25.0926	17.1127	24.0279	23.4989	13.4973	12.1537
TraesCS7D02G296100	0.0	0.0	0.0	0.0	31.5104	29.3967	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0235241	0.0	0.0701152	0.0	0.0	0.0	0.0	0.0	0.0261087	0.0	0.0
TraesCS7D02G403100	4.33247	4.55865	0.548623	0.473918	3.33385	3.98085	4.03877	4.4631	3.90537	4.14424	5.6128	5.76487	6.30672	5.45943	3.09116	7.95932	6.64419	4.29237	2.92961	3.04376	10.2173	9.58818	7.53307	7.24272	4.9399	5.43973	9.24974	8.71454	9.1712	10.1506
TraesCS7D02G464900	1.406266	1.62576	0.0124454	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TraesCS7D02G472200	0.33694	0.50937	0.0	0.037241	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0323141	0.0	0.0	0.0383398	0.0	0.0	0.0	0.0688255	0.100934	1.9885249999999999	2.483295	1.28813	1.0717446069	0.0	0.0301372	0.0	0.0	0.054537	0.0540431
TraesCS7D02G476400	0.0631758	0.0237676	0.0110039	0.0	0.0	0.0	0.0418143	0.0383554	0.0175287	0.0	0.0204044	0.0	0.053615	0.101069	0.0	0.0227263	0.0746179	0.0631908	0.0385743	0.0212268	0.0692203	0.0842078	0.149106	0.638151	0.304755	0.190771	0.0	0.07061	0.0	0.0
