grain_Z71,grain_Z75,grain_Z85,leaf_Z10,leaf_Z23,leaf_Z71,root_Z10,root_Z13,root_Z39,spike_Z32,spike_Z39,spike_Z65,stem_Z30,stem_Z32,stem_Z65
TraesCS4B02G028400,0,0.872458116535102,0,0,0,0,0,0,0,0,0,0.0557435823948828,0,0,0
TraesCS4B02G316400,2.48562645360244,2.57598249322649,0,0.0314831479155565,0.390567953526748,1.27600839877176,0.28291726668259,9.26444944045892,6.09479222845947,0,0.291794941356489,0.341256313524952,0.751506916046726,0.344201760852771,0.775777567735197
TraesCS5B02G014100,0.0449781066644514,0.1239019143384,0,0,0,7.49064377972248,0.699320705716086,2.39633014911584,2.32272077787684,0.504433689425408,3.63142802388672,2.08062623900167,0.674111518255665,0.0769969678612365,1.40845067283695
TraesCS5B02G067300,0.0720704681338909,0.158412814038939,0,0,0,0,0,0,0,0,0,0,0,0,0
TraesCS5B02G219500,2.54014967742051,8.13099102489019,0.115066887251763,0.88688295478538,12.6654111063537,5.66291798472213,3.9741378455243,4.36703739896378,4.11798786998167,0.519553070107938,3.08413408197876,0.451841017396417,2.51138009198287,3.28102971752586,0
TraesCS5B02G219600,1.13519339597917,1.82905027465738,12.1580183210721,3.16912280955349,3.21515466017407,7.1991898704282,16.2145866903463,19.6131718309998,19.3955741473684,0.2369721721236,0.995806365276329,2.20560856325992,2.42034940769967,2.92091267222689,1.83050040611832
TraesCS5B02G496200,0,0.0968529048701579,0,0,0,0.219078440245011,2.33167183883331,1.51869881055618,1.50672641736073,0.029994821871262,0,0,0,0,0
TraesCS6B02G015400,1.25822441198034,9.50744685444865,0.552700660910737,0.723434403417743,0.710095476348958,0.487883611223757,0.211953382832556,1.56468981935141,0.99607744739307,0.334650556735984,0.489267760170183,0.5462396933551,0.479135942644573,0.439186199076858,0.711194037024617
TraesCS6B02G014700,0.136867706022052,0,0,0,0.153798339390717,0,1.25286037916257,2.63593709886585,1.92526138786753,0.337852025230768,0.789076397523125,0.0733730991998309,0.262140173488371,1.06984818271531,0
TraesCS6B02G054800,0,0,0,0,0,0,0,0.298199339069215,0.117921305654409,0,0,0,0,0,0
TraesCS6B02G298700,1.73363833770317,0.12014373373375,0,0.825580057267075,5.05510857096824,33.6565713340408,0.627824318028075,0.348881693199337,0.700956818565951,0.242016881861412,0.20706579209542,0.88745079695939,0.398456117433353,0.541467000471879,1.63790769914715
TraesCS6B02G360400,0,0,0,0,0.0994331357783088,0,0,2.80416707205615,2.8488695457438,0,0,0,0,0.0614465998422025,0
TraesCS6B02G360500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0912512449497199
TraesCS6B02G360600,0,0,0,0,0,0,4.09412382269643,14.2829281147255,11.9927496794087,0.0692313684666572,0,0,0,0,0
TraesCS6B02G360700,0.0492326874591315,0.108214762093839,0,0,0,0,0,3.19315112651545,1.83358189484247,0,0,0.0345705907985432,0,0,0
TraesCS6B02G360800,0.237972240971463,0.197533272918089,0,0,0,0,8.09128501012873,4.4078772461548,3.27668974123991,0.0900998303132909,1.85541600345624,6.29498875665313,0.401820814717258,1.28311520958538,0.941289963424604
TraesCS6B02G360900,1.62826592429567,0.347268437762211,0,0.046478119071645,0.0181737014800318,0,4.41525177113109,6.91013212735693,6.24162886952526,0.0354133875758966,3.82006040337134,6.77264884633586,0.0279218889486905,0.573352588686777,0.129117257164179
TraesCS7B02G007400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TraesCS7B02G007600,0.160176603663406,0,0,0,0,0,0.0567246103436825,0,0.0268029233194027,0,0,0.350397203288802,0,0,0
TraesCS7B02G073900,9.55256629750712,21.0589512177246,0.0904522578654504,1.32900006746536,6.04663204904633,2.43911096952778,44.4901218865671,33.4882717556632,31.977397273734,2.25783206549436,4.92187408487909,6.39049464770566,13.5738883839953,13.3018455044547,7.97711460293007
TraesCS7B02G116100,0.502385162879954,0.198960095622505,1.02133119939518,1.48514970198259,1.12894155627111,1.2078918004138,0.255005486797025,0.268142128216285,0.432963945576054,1.23390789965461,1.05792812221228,0.68439406403434,1.04832719913369,0.791617328057616,1.24274666501857
TraesCS7B02G201300,0,0,0.452971932349998,0,0,0,0,0,0,0,0,0,0,0,0
TraesCS7B02G309300,3.361645091627,2.07427890214267,1.80302635494648,3.74479946439896,2.35260563313921,1.31525047208506,4.07308978109621,3.79723460529334,3.9252060923047,1.41624849084876,4.406798129187,3.06128563793076,2.53599698371684,3.23312945531875,3.55356533660575
TraesCS7B02G379000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TraesCS7B02G379300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TraesCS7B02G393200,0,0,0,0,0,0,0,0,0,0.0291181450102819,0.1024014604989,1.14614185321319,0,0,0
TraesCS7B02G388500,0.0637289787665424,0,0,0,0,0,0,0,0,0,0.144669938970202,0.0955888431242241,0,0,0
TraesCS1D02G019300,0,0,0,0,0,0,0.226119486883311,0.0503918284200975,0.0484303080657763,0,0,0,0,0,0
TraesCS1D02G104500,0.996538821084879,0.385069499964262,0,0.114223934733968,2.06752290706226,5.46576473829191,2.46045326239089,3.4262497187164,3.71389574104365,1.92400698233276,2.9838691223198,7.23468204030393,0.186206256754013,7.8696167514724,7.8474805469301
TraesCS1D02G161800,3.23868314789952,1.37759553767744,2.63210618893517,10.1143344493069,13.0383276602946,20.6542759663627,1.44238362098268,1.86278418296952,2.05633161237735,4.01244083553351,7.52189759874718,6.22120283938952,3.26261398035696,5.34317916150237,12.0447696119816
TraesCS1D02G256100,0,0,0,0,0,0,0,2.09365041420279,1.18969731431086,1.08736164496197,0.1016548692829,0,0.0360513914239924,0.848811444043597,0
TraesCS1D02G309800,0.188769911889898,0,0,0,0,0,0,0.833907659322408,0.426557349634585,0,1.63269464064124,15.7352305525057,0,0,0
TraesCS2D02G225400,1.91134807264032,4.21283416160092,0,0,0.873210637542929,1.30199992442267,6.95394949042988,33.9320436180448,29.0303513346877,0.75485167183662,10.132422594774,3.08561619364532,2.0938238038885,1.36650489387184,3.68309880366922
TraesCS2D02G225500,0.182287419414848,0,0,0.840034089097757,2.16111971074328,0.196827257972024,3.65571368550317,1.23916533246695,1.41803604902025,0.788901369721372,0.866806084106057,0.137103928240008,0.840040808026524,0.963351789991689,0.360804506231108
TraesCS2D02G271000_M,0,0.135114270753688,0.288608764579788,0.162073276364851,0,0.507012974580906,0.0452073733692531,0,0.0494965267844957,0.0807095809869272,0.134576687414141,5.40171489801521,0,0,0.152792267208659
TraesCS2D02G298200,0,0,0.0831783043525228,0,0,0.152340078542555,0,0,0,0,0,0,0,0,0
TraesCS2D02G506100,0.0261999608176117,0,0,0,0.112826623558928,0.431988877795309,0.252425280931608,0.516621022932995,0.613973899670962,0,0.0164416907868414,0.207377123221495,0,0.51451459397575,1.89636962024076
TraesCS2D02G518100,32.9301096997818,18.985928105237,0.161297410350592,8.31154005597198,15.2036367702489,6.9388288673324,24.8883646100234,26.406356846283,29.8748924116866,4.72822718858632,60.0391268325521,18.888824309422,6.65468156976228,33.6317229239273,5.04400578684008
TraesCS2D02G586500,0.147828447475896,3.21611457242821,29.8771250183178,0.0608264587251432,0.102377320148595,0,1.13241729336373,1.31429594102095,1.39332563399585,0,0,1.87508479890846,0.0330164355368848,0.074833996072723,0.0596876925401256
TraesCS2D02G601700,0,0.213106435513291,0,0,0,0,1.17924864019179,5.39084224383865,6.24201573611532,0,0,0,0,0.109412148716011,0
TraesCS2D02G601600,0,0,0,0,0,0,0.149860506309696,2.86886533612469,3.20256276209622,0,0,0,0,0,0
TraesCS2D02G548200,0,0,0,3.24085160300562,0.233596761123521,0,0,0,0,0,0.0262567305149134,0,0,0,0
TraesCS3D02G003600,0.389953425341822,0.33985552619176,0,0.676513712609285,1.74280902026628,1.33994317906629,18.9808681857822,34.0152620846008,29.2038990778368,21.8925021504617,26.4039471890771,2.16731802913946,58.5508146526099,29.2912045539393,162.25299662253
TraesCS3D02G027300,0,0.39430826071941,0.0587516621914173,22.1437987245831,22.0662243762618,5.82072493908626,6.05105585870839,5.05485526798598,6.20426394094626,1.09224879659407,0.755015599493787,0,7.1557567472421,7.84752489437938,2.13433066359619
TraesCS3D02G199100,0,1.04433748151241,0.0515024080499197,0,0,0,0,0,0,0,0,1.8402472324724,0.142140696362568,0.215251655841294,0.120674708999492
TraesCS3D02G303400,0.177764156605595,0,0,1.26069214010198,3.13898422559356,1.3528108454694,0.477383178188036,0.344899658605228,0.207692308240034,0.466649971111258,0.36929707379282,0.529943180527696,0.308368734006254,0.0846296180852865,0.326253996058434
TraesCS3D02G325400,2.55647719512499,0,0.169010149702795,0,0.181837754656015,0,0.986420185078518,39.3731220490375,30.9877391995651,0,0.448513497329816,34.4110818135455,0,7.68184322583483,16.8262554806306
TraesCS3D02G328900,4.97552660836792,0.715728512750395,0,0.245471263599946,0.101219359774326,0,0.591956286458812,0.891859069392987,0.460095663356095,0.0311722633153102,0,0.461115801638507,0.0979289884387442,0.62854051225742,0.173759457813105
TraesCS3D02G333300,0.452249410797392,0.135698675038955,0,0,0,0,0,0,0,0,1.15875898295723,27.6188154606747,0,0,0
TraesCS4D02G262600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TraesCS4D02G040300,6.43044203101844,2.18088566927867,0.74406235194892,3.31786586946123,15.6774471975383,34.246183459842,1.52931390437067,0.817051883171366,0.832684920773431,3.69819585921722,3.31382582355698,5.08485057449444,4.17917633927905,7.03378072344561,6.46723895068365
TraesCS4D02G015400_M,0,9.64524935001842,0.132509160180642,0,0,0,0,0,0,0,0,0,0,0,0
TraesCS4D02G313000,1.13527632753074,4.78594057206207,0,0,0.466000424207666,2.33025454607141,2.17038296347795,14.666111550964,10.5857196659569,0,0.292931638947227,0.300161537334895,1.68201297577599,2.56546348467223,3.20400564989142
TraesCS5D02G021800,0,0,0,0,0.379614021761862,13.478149284226,1.05511259946559,3.38570588103111,2.97832934342226,0.0788546985069939,1.22564299802807,4.14181723893122,0.0802329079440897,0.454633353082855,4.09353992937563
TraesCS5D02G071500,0.311972887373922,0.451174093341463,0,0,0,0,0,0,0,0,0,0,0,0,0
TraesCS5D02G228400,1.2042559577102,4.93648170665976,0,0.842837080872497,11.0199672140924,32.5720811332158,2.03686513797632,2.39566093087308,2.31750410024703,0,0.286651596709361,1.00438710272174,0.0341185140527196,0,0
TraesCS5D02G228500,2.18238248526922,4.00532586970998,28.8091459121197,1.42043408183325,0.516834797643835,7.22069818553668,19.3858453224301,19.2358401886929,19.0612393288883,0.28540866080325,0.967883868319424,6.23987293007851,1.67338008581244,2.23194991561298,0.23527664842483
TraesCS5D02G496600,0,0,0,0,0,0.0636094730374359,6.49863205542747,4.09695963026116,2.96156684402667,0,0,0,0,0,0
TraesCS6D02G009800,0.721106135734012,7.07015528538773,0.613674959812638,0.0636548152502964,0.157487264742042,0.0683776965411983,0.327991401254666,2.39917515379506,2.61651176776972,0.180196587737268,0.221359520031602,0.223607885878892,0.608471659844221,1.25720933551908,0.0595115783224532
TraesCS6D02G012400,0,0,0,0,0.440645033282585,0.430467555198536,2.85140644597613,5.41704498504667,5.58545519880543,0.580704884479329,1.44645258946449,0.0747544899161202,0.702590465904127,2.07456149687605,0.124883818956169
TraesCS6D02G045700,0,0,0,0,0.146577855500038,0.109923821379726,0.801991043932439,8.30059361639993,5.95530730408106,0,0.056460551237951,0.0674744774994523,0.064133886546158,0.0839172147513484,0.44766728605431
TraesCS6D02G251700,2.55875200186266,0.754977375509913,0.0858877681215303,0.816572971151291,9.16502101847001,60.8717224590517,1.95499496352138,0.761282258985598,1.09503000291192,1.30604553457714,1.04055255416328,1.43514601671586,0.916690069682516,2.81968731213221,4.15630948135373
TraesCS6D02G308500,0,0,0,0,0.0461493417621536,0,0.14497062414604,1.66399039571789,1.12129891592297,0,0,0.0309211042459139,0,0,0
TraesCS6D02G308600,0,0,0,0,0,0.491404085335154,0,2.256874471816,0.770905044156571,0,0.100672380211223,0,0,0.47940926954734,0.882642973792647
TraesCS6D02G308700,0,0,0,0,0,0,11.7618846618718,13.2265477147435,13.4270854371809,0,0,0,0.0399502441374739,0.046284548871508,0.373030758424952
TraesCS6D02G308800,0.149135086429429,0.378841996846043,0,0,0,0,0.0507585828784872,3.58357645251523,1.53838432141268,0,0.0360536908990254,0.500572593773511,0,0,0
TraesCS6D02G308900,0,0,0,0,0,0,1.80338269779495,1.11397252313447,0.887954060013052,0,0.0256030359792724,0.0572966045481486,0.032845873514331,0.205238033527262,0
TraesCS6D02G309000,5.03615483035548,6.89111195646829,0,0.0667732696449938,0,0,26.1256516059051,37.3134764810377,28.7186429489955,0.234704652298517,5.75293426054223,13.0014350274822,0.108967945375655,0.19120886104146,0.118905099877705
TraesCS7D02G104700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TraesCS7D02G104900,0.188067193202585,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TraesCS7D02G170200,17.614443237649,27.4620468625869,0,1.02110977879822,4.28750220937353,2.56885798637103,67.0700463284362,35.7891412211151,42.7887394251606,1.90820360669871,5.18839000895992,9.4771962876395,15.539861899439,17.268332138459,12.6200310197353
