Geneid,WT_FLB_3DAA_rep1,WT_FLB_3DAA_rep2,WT_FLB_3DAA_rep3,WT_FLB_7DAA_rep1,WT_FLB_7DAA_rep2,WT_FLB_7DAA_rep3,WT_FLB_10DAA_rep1,WT_FLB_10DAA_rep2,WT_FLB_10DAA_rep3,WT_FLB_13DAA_rep1,WT_FLB_13DAA_rep2,WT_FLB_13DAA_rep3,WT_FLB_15DAA_rep1,WT_FLB_15DAA_rep2,WT_FLB_15DAA_rep3,WT_FLB_17DAA_rep1,WT_FLB_17DAA_rep2,WT_FLB_17DAA_rep3,WT_FLB_19DAA_rep1,WT_FLB_19DAA_rep2,WT_FLB_19DAA_rep3,WT_FLB_21DAA_rep1,WT_FLB_21DAA_rep2,WT_FLB_21DAA_rep3,WT_FLB_23DAA_rep1,WT_FLB_23DAA_rep2,WT_FLB_23DAA_rep3,WT_FLB_26DAA_rep1,WT_FLB_26DAA_rep2,WT_FLB_26DAA_rep3
TraesCS1A02G019700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TraesCS1A02G095600,16.0827251105529,14.5531059109465,16.0696073233528,16.5105677944037,16.2820023863624,11.9256039241004,11.2937458541706,21.053992787436,15.9818405648397,10.0162652257063,16.9237029531249,12.5781666823961,14.0310503173571,12.1744775775417,15.6312409491904,9.75597102121271,12.1055370959354,11.9423128130026,9.24476002733016,12.2049829447119,10.8617505944,8.8549391857857,9.65709465669408,9.12339353612912,9.2924506042095,11.0296904545245,8.72678556190313,9.91955138336547,9.80009465078117,8.46747578799746
TraesCS1A02G164700,20.931125560094,23.2898542209465,14.0585138204878,13.0067690269082,15.3334118936712,20.471929558538,21.9715374948114,18.8834780670817,13.1595018709016,16.2778651649151,17.9279424903223,17.6592546341291,13.7243225995761,18.826511717848,14.1003462170532,14.0089421880448,16.9142428170946,17.9625235005495,13.1305841939052,13.7508276181216,15.7319532712561,17.9361698332671,17.2593841464492,18.8111206930497,12.5035652125191,15.1819122037467,13.0860889400609,7.3567049497924,5.4997205597583,12.455301322551
TraesCS1A02G256700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135014319603675,1.44698308616631,0,0.210882028291956
TraesCS1A02G310300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043591092865141,0.0853347428520572,0,0.106315182445225,0,0,0,0,0,0,0,0,0,0
TraesCS2A02G219600,0.10826521230132,1.83405522133517,0.416330245233447,1.01289065158164,0.384668749579367,2.84590431449604,1.97424701441076,4.56372676028236,0.899810856814787,0.402065880929124,2.31082376129328,7.41411559085562,6.22939938527415,5.99767353071223,10.4254608376103,5.53858800750102,4.95880177795361,8.49401313244177,12.6334211230479,4.53529506616048,5.47155269908412,20.2755975413354,16.3002936200477,7.25125208796389,34.9225514881194,18.2596269752299,47.721025882057,45.8561306872283,27.9242394895114,27.5315325476796
TraesCS2A02G219700,0.879466200000158,0.0931156429320572,0.775031994795059,0.0685664300214721,0.146473280287375,0.120406320960581,0,0,0.4568372068348,0.204130293178983,0.293303382761363,0.242849879955132,0.558121493411123,0,0,0,0.10490006206725,0.30803150024367,0.221173562808945,0.127921422751408,0.168359210643465,0.274506500339528,0.871128175856123,0,0.398433818819666,0,0.291028665440643,0.445575548386608,0.69581530192752,0.11364112236276
TraesCS2A02G231600,3.92336241213162,6.43421311409017,3.21003375712028,3.07181426353021,3.2995792408209,2.65142097415536,3.95773284493353,3.87065048459826,4.33613588381499,4.65007670645605,3.56343185028402,2.95045692593956,2.96659452291673,2.77463403894342,2.84691553606424,2.13521052991126,2.90736804335079,3.35253819828807,3.44285298341289,3.0111776465266,3.19601119926244,3.02240067936504,2.77819518412588,5.08267049366525,1.71441225921457,1.51928761349782,1.87839142254182,2.03003723381932,0.924620305806472,1.46695178065042
TraesCS2A02G300300,0.116515593954142,0,0,0.218015655021617,0.0517478177894483,0.127615719649511,0.212469507616212,0,0.242095300511599,0.108176356766312,0,0,0,0,0.23374866833937,0.270938986370049,0,0,0,0,0.178439816568463,0,0,0,0,0,0,0,0.184369412233128,0.120445450840157
TraesCS2A02G505300,0.820786052602095,1.46769069081649,1.40280233573485,1.19450817194437,1.57964701972732,1.39841352195362,2.66084758899038,1.53772314941711,2.65288118710337,1.94743778480461,2.55484562531299,2.21609753509878,1.23468386369545,3.36813964962699,1.64662634653675,2.12067885862375,2.61068991961648,2.81090461543113,1.37610879233989,1.80405799547954,1.81567672147995,2.16338856947436,1.73440930545377,1.48076989833704,4.29692564556644,1.32787401885749,1.93145256723358,3.51158550717225,3.17478965970764,3.86525066402806
TraesCS2A02G516300,4.3541354870191,4.40961097435355,4.97457221215555,5.07720770325768,6.38992384013837,6.53137736864441,7.59467758620074,4.38901934292727,4.52349639831464,5.3607090858434,5.93471509888682,6.37753239706554,3.84444520793107,5.94286219543471,2.84839659650439,5.06243420016001,5.50960572359912,5.83489107157718,4.189583357163,7.9303201156868,5.3635649728115,4.01806071975186,5.10041970000309,5.5712447367392,6.86121661467093,4.59401350385947,4.63577594025176,8.24849567763447,4.79290590790757,4.69668780130208
TraesCS2A02G575700,0,0,0,0.0535871812610473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10726845182419,0,0,0,0,0,0.174116821230203,0.135951298240712,0
TraesCS2A02G584400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TraesCS2A02G584600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TraesCS2A02G707500_M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TraesCS3A02G007100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103087565499469,0,0,0,0,0
TraesCS3A02G019600,0.0936494086406418,0.158645776645492,0.120041887375644,0.116820055149083,0.207961542741345,0,0,0,0,0.0869467467509231,0,0,0,0.345865840271072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TraesCS3A02G196000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TraesCS3A02G298500,2.0541530608153,2.12655420332115,0.731405254383206,1.63708226560787,1.57119459557818,0.374974445093537,1.24860222449863,1.44315259015174,0.237116950843805,1.37737420595522,1.82683554015417,1.63863557613289,0.579375167950769,1.68586548190012,1.37365173260212,2.12294005466494,1.14339469784878,1.49222063662089,1.03318206206296,1.06234211247628,1.57293407232551,2.13719931433421,1.446882197949,2.54778697378574,1.10295058654725,0.415403087011208,0.604222499612485,0.46254339105175,0.361156228685152,1.76952989086567
TraesCS3A02G331900,0,0,0,0.0666115781320502,0.0474324259994516,0,0.194751095363114,0.450192290536763,0,0,0,0,0.18073642088842,0,0,0,0.101909326156566,0,0.107433915220453,0.124274340135545,0.163559233148285,0.400020342084222,0.169258403947526,0.216759171682802,0.516099116228277,0,0.565462681390729,9.95605692542537,2.5349151546522,1.43521528663274
TraesCS3A02G335900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TraesCS3A02G339800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148989107009933,0.149636283469332,0,0,0,0
TraesCS4A02G041500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TraesCS4A02G271100,19.7684411356154,17.9576098994515,20.0146320825165,21.3090502126626,20.8995385974859,32.8698320657862,19.9833056307604,23.5498772096559,30.2107624096353,24.5379346471056,22.5493098771707,23.4962482682879,21.4543289367315,26.981503409292,19.8293062489729,19.3200737240623,21.8363870358284,16.1891265502507,24.8574451021664,24.5866564373805,20.7316019006841,27.542764547929,22.5891197929911,21.078586085703,20.4211933766865,18.8586779723264,27.4940010967311,31.4981657557016,20.2871570170137,19.1024642654655
TraesCS4A02G284700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TraesCS4A02G415600,1.59318504864462,1.14704017138687,1.78690741441681,1.98736935926138,1.02598783447086,0.95972991502498,2.6146965243488,1.67894679325646,2.31721626284467,1.70103151538223,3.29424450606483,2.4636158475831,0,1.76518451175029,2.71675352856742,2.03758793258411,2.54640578629542,1.33922467251076,1.12185909769279,1.57579334746033,1.95192858357932,1.09401274842917,1.51495719769301,0.6467051948346,1.15484379596216,1.15986018765702,1.58162707733491,0.645741065870226,0.756296855284856,0.823460126424463
TraesCS5A02G015800,1.15705833069519,0.81670927488027,0.432583377930248,0.902085367946587,1.28470451114345,0.950466112756399,0.703309618518531,2.03223868604594,1.80309588682191,0.179040919950421,1.41489627340448,1.59751151727241,0.489523549240258,0.712207650493841,1.74093120164728,3.363200158995,0.0460034699477678,1.80114515157495,1.06694183629167,1.00978899156469,1.47666411909294,0.601918211008327,0,1.76127288342261,0.582438111380528,0.233987238629651,0.1276293664722,0.195405235666328,0.30514680068443,0.996736485073626
